year,month,day,hour,origin,dest,tailnum,carrier
2013,6,12,19,JFK,FLL,N503JB,B6
2013,6,12,19,JFK,TPA,N605JB,B6
2013,6,12,19,JFK,SLC,N662JB,B6
2013,6,12,19,EWR,DFW,N525AA,AA
2013,6,12,19,EWR,LAS,N820UA,UA
2013,6,12,19,EWR,PBI,N73256,UA
2013,6,12,19,JFK,LAS,N3752,DL
2013,6,12,18,EWR,PDX,N37409,UA
2013,6,12,19,EWR,LAX,N79521,UA
2013,6,12,18,JFK,BUF,N296JB,B6
2013,6,12,17,JFK,LAX,N26123,UA
2013,6,12,19,JFK,LAX,N336AA,AA
2013,6,12,19,JFK,MCO,N554JB,B6
2013,6,12,18,EWR,DEN,N447UA,UA
2013,6,12,19,LGA,TPA,N916DE,DL
2013,6,12,19,LGA,IAD,N833AS,EV
2013,6,12,19,LGA,MIA,N927DA,DL
2013,6,12,19,LGA,BHM,N753EV,EV
2013,6,12,19,LGA,IAH,N35271,UA
2013,6,12,19,LGA,CLT,N600QX,EV
2013,6,12,19,JFK,IAD,N832AS,EV
2013,6,12,19,EWR,BOS,N12216,UA
2013,6,12,19,EWR,FLL,N38403,UA
2013,6,12,17,LGA,DFW,N3GFAA,AA
2013,6,12,19,JFK,SAT,N315NB,DL
2013,6,12,19,LGA,MCO,N3732J,DL
2013,6,12,19,EWR,MCI,N21130,EV
2013,6,12,19,EWR,SFO,N75432,UA
2013,6,12,19,JFK,SMF,N547JB,B6
2013,6,12,17,EWR,BUF,N16561,EV
2013,6,12,19,JFK,JAX,N903XJ,9E
2013,6,12,18,LGA,CLE,N546MQ,MQ
2013,6,12,19,LGA,FLL,N372NW,DL
2013,6,12,19,LGA,CLE,N11192,EV
2013,6,12,19,JFK,MSY,N931XJ,9E
2013,6,12,19,JFK,RDU,N604LR,9E
2013,6,12,19,LGA,CMH,N725MQ,MQ
2013,6,12,19,JFK,BOS,N919XJ,9E
2013,6,12,19,EWR,ATL,N131EV,EV
2013,6,12,19,EWR,CLT,N19966,EV
2013,6,12,19,JFK,RDU,N830MQ,MQ
2013,6,12,20,JFK,ABQ,N586JB,B6
2013,6,12,20,LGA,DCA,N738US,US
2013,6,12,19,EWR,SEA,N494UA,UA
2013,6,12,19,LGA,PIT,N937DL,DL
2013,6,12,20,LGA,ATL,N986DL,DL
2013,6,12,19,EWR,OKC,N11181,EV
2013,6,12,19,EWR,DSM,N12157,EV
2013,6,12,20,LGA,BOS,N952UW,US
2013,6,12,19,EWR,SAN,N33264,UA
2013,6,12,20,JFK,TPA,N969DL,DL
2013,6,12,19,LGA,ORD,N4YDAA,AA
2013,6,12,19,JFK,ATL,N309US,DL
2013,6,12,20,LGA,ATL,N518MQ,MQ
2013,6,12,20,JFK,BWI,N8977A,9E
2013,6,12,20,EWR,TPA,N37274,UA
2013,6,12,19,JFK,MCO,N393DA,DL
2013,6,12,20,JFK,CLE,N8506C,9E
2013,6,12,20,LGA,MIA,N3JNAA,AA
2013,6,12,20,EWR,MIA,N17229,UA
2013,6,12,19,LGA,DFW,N3ATAA,AA
2013,6,12,20,JFK,BOS,N231JB,B6
2013,6,12,19,JFK,BOS,N3KJAA,AA
2013,6,12,20,JFK,MCO,N516JB,B6
2013,6,12,19,JFK,CMH,N508MQ,MQ
2013,6,12,20,JFK,SFO,N793JB,B6
2013,6,12,20,EWR,JAX,N16963,EV
2013,6,12,20,JFK,LAX,N518UA,UA
2013,6,12,19,EWR,BNA,N16911,EV
2013,6,12,20,JFK,IAD,N8495B,9E
2013,6,12,20,JFK,PHX,N796JB,B6
2013,6,12,19,JFK,SFO,N717TW,DL
2013,6,12,20,JFK,DCA,N605LR,9E
2013,6,12,20,LGA,TYS,N8532G,9E
2013,6,12,20,LGA,RDU,N713MQ,MQ
2013,6,12,20,EWR,DAY,N16918,EV
2013,6,12,20,LGA,RIC,N761ND,EV
2013,6,12,20,EWR,SFO,N14237,UA
2013,6,12,20,JFK,AUS,N559JB,B6
2013,6,12,20,JFK,LAX,N626VA,VX
2013,6,12,20,EWR,BQN,N76502,UA
2013,6,12,19,LGA,FLL,N508JB,B6
2013,6,12,20,EWR,TUL,N12172,EV
2013,6,12,20,LGA,DTW,N722MQ,MQ
2013,6,12,20,EWR,CLE,N16709,UA
2013,6,12,20,JFK,LAX,N809JB,B6
2013,6,12,20,EWR,FLL,N33262,UA
2013,6,12,17,JFK,ORD,N3DXAA,AA
2013,6,12,20,JFK,PDX,N579JB,B6
2013,6,12,19,JFK,SLC,N674DL,DL
2013,6,12,20,EWR,CVG,N14950,EV
2013,6,12,20,EWR,BOS,N198JB,B6
2013,6,12,20,EWR,SJU,N36447,UA
2013,6,12,20,EWR,AUS,N39416,UA
2013,6,12,20,JFK,MSY,N193JB,B6
2013,6,12,20,EWR,BOS,N811UA,UA
2013,6,12,20,LGA,CAK,N925AT,FL
2013,6,12,20,EWR,MCO,N423UA,UA
2013,6,12,20,EWR,IAH,N851UA,UA
2013,6,12,19,EWR,TYS,N15572,EV
2013,6,12,20,EWR,SDF,N16976,EV
2013,6,12,20,EWR,STL,N13994,EV
2013,6,12,20,EWR,OMA,N11106,EV
2013,6,12,20,JFK,PHL,N8877A,9E
2013,6,12,21,LGA,DCA,N757UW,US
2013,6,12,20,EWR,RIC,N16954,EV
2013,6,12,20,LGA,DSM,N730EV,EV
2013,6,12,21,LGA,ATL,N909DL,DL
2013,6,12,21,JFK,FLL,N397DA,DL
2013,6,12,21,LGA,CLT,N511MQ,MQ
2013,6,12,21,EWR,DEN,N511UA,UA
2013,6,12,19,LGA,MKE,N907WN,WN
2013,6,12,18,LGA,ORD,N3BAAA,AA
2013,6,12,20,EWR,LAX,N33289,UA
2013,6,12,21,JFK,BUF,N197JB,B6
2013,6,12,20,JFK,CVG,N920XJ,9E
2013,6,12,21,JFK,JAX,N348JB,B6
2013,6,12,21,EWR,DCA,N13123,EV
2013,6,12,21,EWR,CLT,N14993,EV
2013,6,12,21,EWR,IAH,N439UA,UA
2013,6,12,19,EWR,DCA,N14568,EV
2013,6,12,21,LGA,BNA,N506MQ,MQ
2013,6,12,21,EWR,MHT,N29906,EV
2013,6,12,21,JFK,DEN,N715JB,B6
2013,6,12,21,EWR,PBI,N37290,UA
2013,6,12,21,LGA,ORD,N4WPAA,AA
2013,6,12,21,JFK,DCA,N822MQ,MQ
2013,6,12,21,JFK,LAX,N195DN,DL
2013,6,12,21,EWR,BOS,N73276,UA
2013,6,12,18,JFK,MSP,N914XJ,9E
2013,6,12,20,JFK,ORD,N334JB,B6
2013,6,12,21,JFK,LAX,N329AA,AA
2013,6,12,21,LGA,MCO,N625JB,B6
2013,6,12,21,LGA,RDU,N502MQ,MQ
2013,6,12,19,JFK,ORD,N921XJ,9E
2013,6,12,21,JFK,RDU,N184JB,B6
2013,6,12,21,EWR,BTV,N13965,EV
2013,6,12,21,JFK,BOS,N325NB,DL
2013,6,12,21,LGA,BOS,N950UW,US
2013,6,12,19,EWR,DTW,N759EV,EV
2013,6,12,22,JFK,SJU,N636JB,B6
2013,6,12,22,LGA,MHT,N740EV,EV
2013,6,12,22,JFK,ROC,N187JB,B6
2013,6,12,22,JFK,PWM,N294JB,B6
2013,6,12,22,JFK,BTV,N339JB,B6
2013,6,12,22,JFK,SYR,N323JB,B6
2013,6,12,22,JFK,BOS,N583JB,B6
2013,6,12,21,LGA,FLL,N598JB,B6
2013,6,12,22,JFK,BUF,N274JB,B6
2013,6,12,20,EWR,MDW,N233LV,WN
2013,6,12,21,EWR,BDL,N11109,EV
2013,6,12,23,JFK,SJU,N592JB,B6
2013,6,12,23,JFK,PSE,N563JB,B6
2013,6,12,18,EWR,ORD,N511MQ,MQ
2013,6,12,21,EWR,ORD,N524MQ,MQ
2013,6,12,9,LGA,ATL,N506MQ,MQ
2013,6,12,18,LGA,ORD,NA,UA
2013,6,12,18,LGA,ORD,NA,UA
2013,6,12,20,LGA,ORD,NA,UA
2013,6,12,19,EWR,ORD,NA,UA
2013,6,12,16,EWR,ORD,NA,UA
2013,6,12,15,LGA,CLE,NA,UA
2013,6,12,16,EWR,PHX,NA,US
2013,6,12,13,EWR,PHX,NA,US
2013,6,12,17,LGA,ORD,N544AA,AA
2013,6,12,18,LGA,ORD,N473AA,AA
2013,6,12,19,LGA,ORD,N3HDAA,AA
2013,6,12,13,EWR,DFW,N586AA,AA
2013,6,12,20,LGA,MDW,N403WN,WN
2013,6,12,19,LGA,MHT,N614QX,EV
2013,6,13,22,JFK,BUF,N292JB,B6
2013,6,13,22,JFK,ROC,N334JB,B6
2013,6,13,20,EWR,BQN,N77296,UA
2013,6,13,17,LGA,MCO,N595JB,B6
2013,6,13,23,JFK,PSE,N592JB,B6
2013,6,13,19,EWR,ATL,N538CA,EV
2013,6,13,23,JFK,BQN,N649JB,B6
2013,6,13,21,LGA,ORD,N544AA,AA
2013,6,13,23,JFK,SJU,N629JB,B6
2013,6,13,22,JFK,PWM,N184JB,B6
2013,6,13,21,JFK,RDU,N198JB,B6
2013,6,13,20,LGA,MIA,N3EDAA,AA
2013,6,13,20,EWR,SDF,N17169,EV
2013,6,13,20,JFK,MSY,N187JB,B6
2013,6,13,22,LGA,MHT,N724EV,EV
2013,6,13,18,LGA,ATL,N921AT,FL
2013,6,13,20,EWR,RIC,N19554,EV
2013,6,13,19,LGA,TPA,N989DL,DL
2013,6,13,21,LGA,ATL,N950DL,DL
2013,6,13,22,JFK,BTV,N353JB,B6
2013,6,13,22,JFK,SYR,N228JB,B6
2013,6,13,21,LGA,FLL,N784JB,B6
2013,6,13,19,LGA,ATL,N689DL,DL
2013,6,13,5,EWR,CLT,N195UW,US
2013,6,13,5,EWR,IAH,N509UA,UA
2013,6,13,5,JFK,MIA,N5DHAA,AA
2013,6,13,5,JFK,BQN,N643JB,B6
2013,6,13,5,EWR,SFO,N76516,UA
2013,6,13,6,LGA,FLL,N607JB,B6
2013,6,13,5,LGA,IAH,N33284,UA
2013,6,13,6,LGA,ORD,N4UBAA,AA
2013,6,13,6,JFK,IAD,N829AS,EV
2013,6,13,6,LGA,DTW,N333NB,DL
2013,6,13,6,EWR,BOS,N355JB,B6
2013,6,13,6,LGA,DCA,N725UW,US
2013,6,13,6,EWR,IAD,N12900,EV
2013,6,13,6,EWR,ORD,N523MQ,MQ
2013,6,13,6,LGA,RDU,N720MQ,MQ
2013,6,13,6,EWR,ORD,N493UA,UA
2013,6,13,6,LGA,ORD,N454UA,UA
2013,6,13,6,JFK,LAX,N29124,UA
2013,6,13,6,LGA,ATL,N278AT,FL
2013,6,13,6,EWR,RSW,N849UA,UA
2013,6,13,6,JFK,SJU,N775JB,B6
2013,6,13,6,EWR,MCO,N635JB,B6
2013,6,13,6,EWR,LAX,N76269,UA
2013,6,13,6,EWR,DTW,N676CA,EV
2013,6,13,6,LGA,DTW,N711MQ,MQ
2013,6,13,6,EWR,RDU,N11199,EV
2013,6,13,6,LGA,MEM,N351NB,DL
2013,6,13,6,JFK,SFO,N508UA,UA
2013,6,13,6,JFK,FLL,N708JB,B6
2013,6,13,6,JFK,MCO,N621JB,B6
2013,6,13,6,LGA,ATL,N9EAMQ,MQ
2013,6,13,6,EWR,CLT,N102UW,US
2013,6,13,6,EWR,MIA,N3GGAA,AA
2013,6,13,6,LGA,MSP,N337NW,DL
2013,6,13,6,JFK,CLT,N118US,US
2013,6,13,6,EWR,MDW,N258WN,WN
2013,6,13,6,EWR,MSP,N14173,EV
2013,6,13,6,LGA,ATL,N550NW,DL
2013,6,13,6,LGA,IAD,N830AS,EV
2013,6,13,6,LGA,PHL,N955UW,US
2013,6,13,6,JFK,LAS,N580JB,B6
2013,6,13,6,LGA,MDW,N8322X,WN
2013,6,13,6,EWR,MSP,N615QX,EV
2013,6,13,6,LGA,CLT,N3AEMQ,MQ
2013,6,13,6,LGA,BOS,N758US,US
2013,6,13,6,JFK,BUF,N229JB,B6
2013,6,13,6,LGA,MCO,N630JB,B6
2013,6,13,6,LGA,IAH,N409UA,UA
2013,6,13,6,JFK,ATL,N647DL,DL
2013,6,13,6,EWR,GSP,N13538,EV
2013,6,13,6,LGA,CLT,N161UW,US
2013,6,13,6,LGA,ORD,N3HGAA,AA
2013,6,13,6,JFK,TPA,N729JB,B6
2013,6,13,6,LGA,STL,N956WN,WN
2013,6,13,6,EWR,PIT,N13118,EV
2013,6,13,6,EWR,IND,N13914,EV
2013,6,13,6,EWR,CMH,N12957,EV
2013,6,13,6,EWR,BUF,N14562,EV
2013,6,13,6,EWR,CLT,N12166,EV
2013,6,13,6,EWR,CLT,N177US,US
2013,6,13,6,JFK,ORD,N296JB,B6
2013,6,13,6,EWR,SDF,N14568,EV
2013,6,13,6,EWR,ATL,N308DE,DL
2013,6,13,6,EWR,CVG,N11184,EV
2013,6,13,6,EWR,DCA,N14998,EV
2013,6,13,6,JFK,SJU,N3CYAA,AA
2013,6,13,6,EWR,BOS,N14731,UA
2013,6,13,6,EWR,ORD,N416UA,UA
2013,6,13,6,JFK,BOS,N346JB,B6
2013,6,13,6,EWR,FLL,N38454,UA
2013,6,13,6,JFK,RSW,N520JB,B6
2013,6,13,6,JFK,MSY,N324JB,B6
2013,6,13,6,JFK,PHX,N509AY,US
2013,6,13,6,EWR,ATL,N826UA,UA
2013,6,13,6,EWR,LAS,N75426,UA
2013,6,13,6,EWR,PBI,N16234,UA
2013,6,13,6,LGA,MSP,N503MQ,MQ
2013,6,13,6,EWR,MCO,N76502,UA
2013,6,13,6,JFK,PBI,N629JB,B6
2013,6,13,7,LGA,MIA,N980DL,DL
2013,6,13,6,LGA,MKE,N436WN,WN
2013,6,13,7,LGA,ATL,N639DL,DL
2013,6,13,6,LGA,DEN,N563UA,UA
2013,6,13,6,EWR,PHX,N601AW,US
2013,6,13,7,EWR,CVG,N8432A,9E
2013,6,13,7,LGA,ORD,N568AA,AA
2013,6,13,6,LGA,DFW,N3AHAA,AA
2013,6,13,7,LGA,FLL,N996DL,DL
2013,6,13,7,EWR,DFW,N508AA,AA
2013,6,13,6,JFK,SJU,N655DL,DL
2013,6,13,6,EWR,PHX,N17730,UA
2013,6,13,7,LGA,ORD,N435UA,UA
2013,6,13,7,JFK,LAX,N794JB,B6
2013,6,13,7,JFK,SFO,N624AG,DL
2013,6,13,7,LGA,MCO,N922DL,DL
2013,6,13,7,EWR,BNA,N11155,EV
2013,6,13,7,EWR,MHT,N14902,EV
2013,6,13,7,LGA,XNA,N721MQ,MQ
2013,6,13,7,LGA,BOS,N954UW,US
2013,6,13,7,EWR,STL,N373SW,WN
2013,6,13,7,LGA,MIA,N3DSAA,AA
2013,6,13,7,LGA,IAH,N581UA,UA
2013,6,13,7,LGA,DCA,N732US,US
2013,6,13,7,EWR,SNA,N27724,UA
2013,6,13,7,JFK,LAX,N193DN,DL
2013,6,13,7,JFK,MIA,N335AA,AA
2013,6,13,7,EWR,DTW,N14960,EV
2013,6,13,6,LGA,MIA,N3BNAA,AA
2013,6,13,7,EWR,GRR,N15985,EV
2013,6,13,7,EWR,PDX,N78501,UA
2013,6,13,7,EWR,LAX,N78438,UA
2013,6,13,7,EWR,BOS,N37422,UA
2013,6,13,7,EWR,IAH,N37434,UA
2013,6,13,7,EWR,BNA,N701GS,WN
2013,6,13,6,LGA,DFW,N3CBAA,AA
2013,6,13,7,JFK,MCO,N3FCAA,AA
2013,6,13,7,JFK,LAX,N632VA,VX
2013,6,13,7,EWR,SEA,N530AS,AS
2013,6,13,7,LGA,PBI,N618JB,B6
2013,6,13,7,EWR,SFO,N27421,UA
2013,6,13,7,JFK,TPA,N3JWAA,AA
2013,6,13,7,EWR,SFO,N628VA,VX
2013,6,13,7,LGA,DTW,N999DN,DL
2013,6,13,7,EWR,MCO,N488UA,UA
2013,6,13,7,EWR,SJU,N527JB,B6
2013,6,13,7,JFK,LAS,N3BPAA,AA
2013,6,13,7,JFK,SEA,N709TW,DL
2013,6,13,7,EWR,BTV,N14916,EV
2013,6,13,7,JFK,LAX,N320AA,AA
2013,6,13,7,LGA,HOU,N497WN,WN
2013,6,13,7,JFK,JAX,N329JB,B6
2013,6,13,7,LGA,TPA,N599JB,B6
2013,6,13,7,EWR,GSO,N11109,EV
2013,6,13,7,EWR,ATL,N353NB,DL
2013,6,13,7,EWR,ALB,N17115,EV
2013,6,13,7,EWR,MDW,N958WN,WN
2013,6,13,7,LGA,DFW,N514AA,AA
2013,6,13,7,EWR,DFW,N492UA,UA
2013,6,13,7,LGA,CLT,N174US,US
2013,6,13,7,LGA,DTW,N724MQ,MQ
2013,6,13,7,EWR,ORD,N38458,UA
2013,6,13,7,JFK,SRQ,N636JB,B6
2013,6,13,8,LGA,BOS,N950UW,US
2013,6,13,8,JFK,MSY,N916XJ,9E
2013,6,13,7,LGA,ORD,N561AA,AA
2013,6,13,8,EWR,RSW,N645JB,B6
2013,6,13,8,EWR,OMA,N17196,EV
2013,6,13,8,JFK,STT,N5EYAA,AA
2013,6,13,7,LGA,PBI,N997DL,DL
2013,6,13,8,LGA,DCA,N756US,US
2013,6,13,7,EWR,ORD,N544MQ,MQ
2013,6,13,8,JFK,CHS,N294JB,B6
2013,6,13,7,JFK,MCO,N659JB,B6
2013,6,13,7,LGA,ATL,N900PC,DL
2013,6,13,7,LGA,MSP,N906DE,DL
2013,6,13,8,JFK,FLL,N3731T,DL
2013,6,13,8,JFK,PIT,N8924B,9E
2013,6,13,7,JFK,RDU,N339JB,B6
2013,6,13,8,EWR,BOS,N16713,UA
2013,6,13,8,JFK,HOU,N274JB,B6
2013,6,13,8,JFK,MIA,N353NW,DL
2013,6,13,8,EWR,DAY,N16954,EV
2013,6,13,8,JFK,FLL,N662JB,B6
2013,6,13,8,LGA,TPA,N356NW,DL
2013,6,13,7,LGA,DEN,N539UA,UA
2013,6,13,7,EWR,CHS,N16559,EV
2013,6,13,8,EWR,LAX,N35204,UA
2013,6,13,8,LGA,ATL,N925AT,FL
2013,6,13,8,JFK,BUF,N323JB,B6
2013,6,13,8,JFK,MSP,N919XJ,9E
2013,6,13,7,JFK,SFO,N323AA,AA
2013,6,13,8,LGA,MSY,N349NB,DL
2013,6,13,8,JFK,DCA,N822MQ,MQ
2013,6,13,8,EWR,CLT,N192UW,US
2013,6,13,8,JFK,LAS,N662DN,DL
2013,6,13,8,JFK,TPA,N301DQ,DL
2013,6,13,8,LGA,MCI,N724EV,EV
2013,6,13,8,JFK,CHS,N8977A,9E
2013,6,13,8,JFK,SJU,N779JB,B6
2013,6,13,8,LGA,DFW,N3DVAA,AA
2013,6,13,8,LGA,MIA,N3HDAA,AA
2013,6,13,8,JFK,SFO,N555UA,UA
2013,6,13,8,JFK,CLT,N184JB,B6
2013,6,13,8,LGA,DEN,N370NW,DL
2013,6,13,8,JFK,CLT,N169UW,US
2013,6,13,8,JFK,MCO,N3741S,DL
2013,6,13,8,JFK,SAN,N3754A,DL
2013,6,13,7,EWR,STL,N21537,EV
2013,6,13,8,LGA,RDU,N735MQ,MQ
2013,6,13,8,JFK,BOS,N3EEAA,AA
2013,6,13,8,EWR,MSP,N368NB,DL
2013,6,13,8,JFK,ATL,N3758Y,DL
2013,6,13,8,EWR,DTW,N14950,EV
2013,6,13,8,LGA,CLE,N722MQ,MQ
2013,6,13,8,EWR,CLT,N16976,EV
2013,6,13,8,LGA,CMH,N511MQ,MQ
2013,6,13,6,EWR,TPA,N76504,UA
2013,6,13,8,EWR,AVL,N11191,EV
2013,6,13,8,EWR,BOS,N337JB,B6
2013,6,13,8,EWR,PWM,N12569,EV
2013,6,13,8,EWR,MEM,N19554,EV
2013,6,13,8,LGA,ATL,N8EGMQ,MQ
2013,6,13,8,JFK,SAN,N715JB,B6
2013,6,13,8,EWR,ORF,N13992,EV
2013,6,13,7,JFK,SLC,N67171,DL
2013,6,13,8,JFK,ORD,N933XJ,9E
2013,6,13,8,LGA,CLT,N745VJ,US
2013,6,13,8,EWR,SEA,N38451,UA
2013,6,13,8,LGA,ORD,N439AA,AA
2013,6,13,8,EWR,RIC,N16963,EV
2013,6,13,8,JFK,SJU,N3756,DL
2013,6,13,8,EWR,MIA,N77518,UA
2013,6,13,9,JFK,LAX,N722TW,DL
2013,6,13,9,LGA,BOS,N944UW,US
2013,6,13,8,EWR,DEN,N14106,UA
2013,6,13,9,EWR,ATL,N345NB,DL
2013,6,13,8,EWR,CVG,N12967,EV
2013,6,13,9,EWR,DTW,N166PQ,EV
2013,6,13,9,LGA,ORD,N76515,UA
2013,6,13,9,EWR,FLL,N603JB,B6
2013,6,13,9,LGA,MCO,N937DL,DL
2013,6,13,9,JFK,SJU,N5FFAA,AA
2013,6,13,8,LGA,ATL,N900DE,DL
2013,6,13,9,EWR,LAX,N514UA,UA
2013,6,13,9,LGA,MIA,N302NB,DL
2013,6,13,6,EWR,DEN,N841UA,UA
2013,6,13,8,EWR,SJU,N37427,UA
2013,6,13,9,LGA,DTW,N315US,DL
2013,6,13,9,LGA,CLT,N600QX,EV
2013,6,13,9,JFK,PWM,N353JB,B6
2013,6,13,7,JFK,SFO,N853VA,VX
2013,6,13,9,EWR,LAS,N522UA,UA
2013,6,13,9,JFK,LAX,N338AA,AA
2013,6,13,9,LGA,FLL,N907DL,DL
2013,6,13,9,JFK,BOS,N360NB,DL
2013,6,13,9,EWR,IAH,N14214,UA
2013,6,13,8,JFK,SEA,N534JB,B6
2013,6,13,9,EWR,DFW,N200AA,AA
2013,6,13,9,JFK,AUS,N526JB,B6
2013,6,13,9,JFK,SYR,N187JB,B6
2013,6,13,9,JFK,LAX,N805JB,B6
2013,6,13,9,JFK,LAX,N642VA,VX
2013,6,13,9,JFK,FLL,N508JB,B6
2013,6,13,9,EWR,MSP,N12136,EV
2013,6,13,9,JFK,SEA,N727TW,DL
2013,6,13,9,EWR,ATL,N13994,EV
2013,6,13,9,LGA,MCO,N516JB,B6
2013,6,13,9,EWR,SFO,N87512,UA
2013,6,13,9,LGA,CLT,N805MQ,MQ
2013,6,13,8,EWR,MCI,N13123,EV
2013,6,13,9,LGA,MIA,N3HWAA,AA
2013,6,13,9,JFK,MCO,N625JB,B6
2013,6,13,8,EWR,MCO,N460UA,UA
2013,6,13,9,JFK,ROC,N283JB,B6
2013,6,13,9,LGA,FLL,N598JB,B6
2013,6,13,9,LGA,MDW,N450WN,WN
2013,6,13,8,JFK,DCA,N605LR,9E
2013,6,13,8,LGA,BNA,N502MQ,MQ
2013,6,13,9,LGA,SDF,N8828D,9E
2013,6,13,10,JFK,SFO,N721TW,DL
2013,6,13,9,LGA,BNA,N542MQ,MQ
2013,6,13,8,JFK,LAX,N595UA,UA
2013,6,13,10,LGA,ORD,N802UA,UA
2013,6,13,10,JFK,SFO,N525UA,UA
2013,6,13,9,JFK,LAS,N846VA,VX
2013,6,13,9,LGA,ORD,N598AA,AA
2013,6,13,10,LGA,ATL,N913DE,DL
2013,6,13,9,EWR,ORD,N37456,UA
2013,6,13,9,LGA,MKE,N492WN,WN
2013,6,13,7,JFK,DTW,N913XJ,9E
2013,6,13,10,LGA,MSP,N338NW,DL
2013,6,13,9,EWR,SAN,N855UA,UA
2013,6,13,10,JFK,TPA,N563JB,B6
2013,6,13,10,EWR,BUF,N14562,EV
2013,6,13,9,JFK,BWI,N8877A,9E
2013,6,13,10,EWR,CHS,N12157,EV
2013,6,13,9,EWR,SAV,N13979,EV
2013,6,13,10,JFK,BOS,N229JB,B6
2013,6,13,10,JFK,CLT,N750UW,US
2013,6,13,10,EWR,FLL,N39450,UA
2013,6,13,9,LGA,CLT,N741UW,US
2013,6,13,10,EWR,BNA,N14998,EV
2013,6,13,10,EWR,PHX,N653AW,US
2013,6,13,10,EWR,ATL,N342NB,DL
2013,6,13,10,JFK,LAX,N339AA,AA
2013,6,13,9,JFK,SFO,N796JB,B6
2013,6,13,9,EWR,LAX,N855VA,VX
2013,6,13,10,JFK,SFO,N839VA,VX
2013,6,13,10,LGA,DCA,N725UW,US
2013,6,13,10,LGA,IAH,N437UA,UA
2013,6,13,10,EWR,LAX,N585UA,UA
2013,6,13,10,LGA,MIA,N3FXAA,AA
2013,6,13,10,EWR,BOS,N810UA,UA
2013,6,13,10,EWR,SFO,N73256,UA
2013,6,13,10,EWR,SFO,N528VA,VX
2013,6,13,10,EWR,TPA,N429UA,UA
2013,6,13,10,JFK,MCO,N760JB,B6
2013,6,13,10,JFK,LAS,N3760C,DL
2013,6,13,10,EWR,MKE,N14902,EV
2013,6,13,10,LGA,ORD,N488AA,AA
2013,6,13,10,EWR,RDU,N14158,EV
2013,6,13,8,JFK,MIA,N5EVAA,AA
2013,6,13,10,JFK,SLC,N397DA,DL
2013,6,13,9,JFK,BTV,N267JB,B6
2013,6,13,11,EWR,DTW,N738EV,EV
2013,6,13,11,LGA,ATL,N669DN,DL
2013,6,13,11,JFK,DCA,N504MQ,MQ
2013,6,13,10,EWR,CLT,N108UW,US
2013,6,13,11,LGA,DCA,N756US,US
2013,6,13,10,JFK,BUF,N193JB,B6
2013,6,13,11,EWR,LAX,N540UA,UA
2013,6,13,11,LGA,TPA,N372NW,DL
2013,6,13,9,LGA,DFW,N570AA,AA
2013,6,13,11,JFK,MCO,N905DL,DL
2013,6,13,10,JFK,PHX,N552UW,US
2013,6,13,10,EWR,IAH,N14731,UA
2013,6,13,11,LGA,DFW,N3GXAA,AA
2013,6,13,10,JFK,SFO,N336AA,AA
2013,6,13,11,EWR,BOS,N236JB,B6
2013,6,13,11,JFK,LAS,N523JB,B6
2013,6,13,10,JFK,PBI,N606JB,B6
2013,6,13,11,LGA,ORD,N4YDAA,AA
2013,6,13,10,EWR,ORD,N520MQ,MQ
2013,6,13,11,JFK,FLL,N594JB,B6
2013,6,13,11,JFK,LAX,N557UA,UA
2013,6,13,11,LGA,CLT,N189UW,US
2013,6,13,11,LGA,MSP,N359NW,DL
2013,6,13,8,LGA,IAH,N425UA,UA
2013,6,13,10,EWR,IND,N12957,EV
2013,6,13,11,LGA,DTW,N333NB,DL
2013,6,13,11,EWR,MCO,N12116,UA
2013,6,13,11,JFK,ACK,N334JB,B6
2013,6,13,9,JFK,LAS,N649JB,B6
2013,6,13,11,LGA,STL,N473AA,AA
2013,6,13,11,EWR,ROC,N17115,EV
2013,6,13,10,EWR,DEN,N39297,UA
2013,6,13,9,JFK,PHL,N8976E,9E
2013,6,13,10,LGA,DTW,N510MQ,MQ
2013,6,13,11,LGA,MSP,N506MQ,MQ
2013,6,13,11,EWR,ORD,N534MQ,MQ
2013,6,13,9,EWR,AUS,N777QC,WN
2013,6,13,11,EWR,RDU,N11181,EV
2013,6,13,11,LGA,DEN,N12221,UA
2013,6,13,12,JFK,SFO,N502UA,UA
2013,6,13,10,JFK,HNL,N388HA,HA
2013,6,13,11,EWR,SNA,N13750,UA
2013,6,13,11,LGA,RDU,N711MQ,MQ
2013,6,13,11,EWR,MCO,N554JB,B6
2013,6,13,12,JFK,BOS,N723TW,DL
2013,6,13,12,JFK,IAD,N323JB,B6
2013,6,13,12,JFK,LAX,N703TW,DL
2013,6,13,11,LGA,BNA,N250WN,WN
2013,6,13,12,JFK,LAX,N327AA,AA
2013,6,13,12,JFK,RSW,N605JB,B6
2013,6,13,12,EWR,DAY,N29906,EV
2013,6,13,11,EWR,ATL,N327NB,DL
2013,6,13,10,LGA,SRQ,N361NB,DL
2013,6,13,12,JFK,BUF,N930XJ,9E
2013,6,13,11,EWR,DEN,N68452,UA
2013,6,13,12,EWR,MDW,N278WN,WN
2013,6,13,12,JFK,BUF,N216JB,B6
2013,6,13,11,EWR,MIA,N3HTAA,AA
2013,6,13,11,LGA,DEN,N473WN,WN
2013,6,13,12,EWR,DTW,N12569,EV
2013,6,13,12,EWR,SFO,N24729,UA
2013,6,13,12,JFK,BOS,N3EEAA,AA
2013,6,13,12,LGA,CMH,N723MQ,MQ
